LowUC,25.4,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,6,16.51290413,13.09487406,3.537763969,1.658879125,0.300052876,5.800660438,7.83E-04,8.326897844,2.82548381,1.848322227,0,0.002686418,0.000228012,2.644005663,3.291556992,1.13437185,998.0098811,24.92831401,7.624262254,6.025162946,24.92831401,0.334033735,8.534402108,0,0,0.6486
,,7,23.36489795,17.55029696,4.475134128,2.476434778,0.580607694,9.79973669,1.75E-02,15.22213723,5.008067046,3.883074746,0,0.006386724,0.000543255,3.504525107,5.545955851,1.922661341,997.4507714,45.14333831,9.174079697,7.102681018,45.14333831,0.337195648,11.58241112,0,0,0.7791
,,8,29.73298294,21.55574498,5.063684276,3.13259389,0.866752172,14.63279025,1.87E-01,24.71864247,7.908980544,6.565263148,0,0.015690846,0.00134397,4.265815745,7.918846469,2.938259691,996.6205952,72.60614779,10.71123138,8.151841573,72.60614779,0.34044834,13.89269438,0,0,0.916
,,9,34.97659696,24.13444442,5.315656519,3.544578993,1.096407861,19.39489002,1.14E+00,36.64912707,11.44389383,9.549093403,0,0.040485116,0.003493429,4.822755214,10.19976992,4.163988285,995.1853097,106.602937,12.22065412,9.166621629,106.602937,0.34379097,15.24742107,0,0,1.0593
,,10,38.76526506,24.40141799,5.309788475,3.720959563,1.240602648,22.34439332,4.26E+00,50.57919385,15.46825512,12.45231135,0,0.101058418,0.008737089,5.187938651,12.13002238,5.566842531,992.7109559,145.680646,13.69150659,10.14355962,145.680646,0.347192268,15.71785303,0,0,1.209
,,10,0,0,1.913186575,1.340710636,0.447005439,8.050978591,1.54E+00,18.22434831,5.573415622,19.02275939,17.02077326,36.01693995,9.903576588,1.869282482,15.44867855,2.00580653,270,52.49065147,13.69150659,10.14355962,52.49065147,0.347192268,5.66334903,-1,0,1.209
,,11,15.39259862,11.14418027,1.929132351,1.339230602,0.469248723,10.38334681,1.450503448,24.02529435,7.207390981,16.74797973,14.93156141,32.11139326,8.037328928,2.049162986,10.21928943,2.58595709,270,68.82431396,15.65952652,12.11157955,68.82431396,0.349081494,5.98963421,0,0,1.3651
,,12,17.28293444,12.84572483,2.0105895,1.350392646,0.468730711,12.93565896,1.358095539,30.7664045,9.070686029,14.99758754,13.0987895,28.62934992,6.522760311,2.297003792,7.979003404,3.260489841,270,87.7089307,17.08113853,13.53319156,87.7089307,0.35077847,6.126291222,0,0,1.5276
,,13,18.94243566,14.15070439,2.067014232,1.40741265,0.472637426,15.61374459,1.309008302,38.35847764,11.13652137,13.66181784,11.49098086,25.52488677,5.293599709,2.468393466,7.275427322,4.023474414,270,108.8439707,18.44536653,14.89741957,108.8439707,0.35241711,6.302845812,0,0,1.6965
,,14,20.35291007,15.25126589,2.107201044,1.446909963,0.492594428,18.34140769,1.335639406,46.69378542,13.37528132,12.67656441,10.08052241,22.75706038,4.296064325,2.632916335,7.194795314,4.866159945,270,131.8843935,19.75003776,16.09138801,131.8843935,0.354050879,6.454666236,0,0,1.8718
,,15,21.52649673,16.06226133,2.135032584,1.475040731,0.506418487,21.03125542,1.486123215,55.66274452,15.75840297,11.96483091,8.843190436,20.28936706,3.486506291,2.758369198,7.402876253,5.778706756,270,156.4912132,20.9941252,16.98921217,156.4912132,0.355692459,6.560822541,0,0,2.0535
,,16,22.47882294,16.64787112,2.152796761,1.494522809,0.516264256,23.58558476,1.820927629,65.15878325,18.25909671,11.44947116,7.757734563,18.08926149,2.829502819,2.863768545,7.690934399,6.750865729,270,182.3435654,22.17748843,17.83773212,182.3435654,0.357340733,6.632484339,0,0,2.2416
,,17,23.2248222,16.98382092,2.161616158,1.506957733,0.523082983,25.90510307,2.401650648,75.08021029,20.85241975,11.07484658,6.805512782,16.1277274,2.296306254,2.942239346,7.987301328,7.772370067,270,209.1419299,23.30066988,18.63844904,209.1419299,0.358991668,6.67536361,0,0,2.4361
,,18,23.77818686,17.1041852,2.162002032,1.51313131,0.527435207,27.90591491,3.27276044,85.33095292,23.51518714,10.79983603,5.970171299,14.37889498,1.863586203,2.999568995,8.247263656,8.833181074,270,236.6085379,24.3647334,19.39306698,236.6085379,0.360641901,6.692356712,0,0,2.637
,,19,24.15213964,17.04489916,2.154244564,1.513401423,0.529595959,29.53877055,4.442950704,95.82105852,26.22592015,10.59355123,5.23736366,12.81969961,1.51240869,3.035124389,8.458040047,9.923669133,270,264.4876258,25.37113589,20.10342453,264.4876258,0.362289382,6.684894136,0,0,2.8443
,,20,24.24301262,16.75004973,2.127830532,1.507971195,0.529690498,30.79394442,5.868017437,106.4159785,28.95168452,10.43246509,4.594504368,11.42957776,1.227407696,3.029577218,8.612545807,11.02941334,270,292.3889381,26.32162461,20.77144215,292.3889381,0.363953504,6.638032931,0,0,3.058
,,21,24.70379204,16.92553685,2.142262161,1.489481372,0.527789918,31.73358093,7.516692972,117.2680738,31.73318547,10.29530782,4.030552728,10.19019569,0.996112797,3.114848058,8.678387814,12.16590935,270,320.8033718,27.21815519,21.3990814,320.8033718,0.365545016,6.628147036,0,0,3.2781
,,22,25.11255964,16.9575772,2.154177039,1.499583513,0.52131848,32.40703631,9.319125818,128.3475544,34.5639258,10.17860731,3.535823234,9.085207725,0.808403523,3.145603525,8.837898238,13.32970926,270,349.651023,28.06282588,21.98831351,349.651023,0.367073299,6.650407186,0,0,3.5046
,,23,25.43255811,17.02942522,2.161771759,1.507923927,0.524854229,32.87181977,11.19807961,139.6092763,37.43337913,10.0911411,3.101819225,8.100040661,0.656066519,3.187512339,8.960596441,14.51575267,270,378.8045979,28.85782516,22.54109537,378.8045979,0.368552222,6.679938124,0,0,3.7375
,,24,25.66994053,17.05232227,2.165201852,1.513240231,0.527773375,33.18343018,13.0850121,151.0114472,40.33179655,10.03407102,2.721086964,7.22170155,0.532436173,3.208808577,9.0823548,15.71933354,270,408.1472958,29.60538983,23.05935119,408.1472958,0.369992522,6.69776835,0,0,3.9768
,,25,25.83127138,17.0823678,2.164631257,1.515641297,0.529634081,33.3880511,14.92671799,162.5157555,43.25023838,9.996906724,2.387087617,6.438606356,0.432102949,3.226535289,9.17274317,16.93612297,270,437.5730803,30.30777187,23.54495878,437.5730803,0.371402545,6.70359136,0,0,4.2225
,,26,25.92339726,17.08964697,2.160307537,1.51524188,0.530474454,33.52055823,16.68612812,174.0874429,46.18059428,9.971134007,2.094084962,5.740427171,0.350676698,3.23339564,9.242719655,18.16218249,270,466.9867892,30.96721229,23.99973947,466.9867892,0.372788796,6.698008506,0,0,4.4746
,,27,25.90352939,16.80336517,2.148200731,1.512215276,0.530334658,33.60547026,18.33421057,185.46242,49.088897,9.950290802,1.837046868,5.350942111,0.305657988,3.224994836,9.286598894,19.36925439,269.4171787,495.7595312,31.58862628,24.4328169,495.7595312,0.374097538,6.675427334,0,0,4.7331
,,28,25.82253528,16.45742955,2.132731039,1.503740512,0.529275346,33.66740538,19.85000907,196.5619316,51.96319212,9.928274464,1.611558869,5.290243182,0.29502269,3.21300461,9.295059723,20.54869174,268.1987406,523.7077573,32.17459573,24.84697887,523.7077573,0.375327516,6.638155295,0,0,4.998
,,28,0,0,0,0,0,0,0,0,0,14.09402136,55.12897332,37.85683668,52.25821481,0,12.50806433,0,0,0,0,0,0,0.375327516,0,-1,184.5440298,4.998
,,0,0,0,0.0043,0,0,0,0,0.002175,0,14.09402136,55.12897332,37.85683668,52.25821481,0.0011,12.50806433,0.000725,1000,0,0.2,0,0,0,0.007360839,-1,0,4.998
